;tweet_id;label;task;task_num;event
770;'767716758652383232';1;after;3;vfestival
774;'767735700502507520';1;after;3;vfestival
775;'767635240126996480';1;after;3;vfestival
776;'767539870201937920';1;after;3;vfestival
779;'767560416314679296';0;after;3;vfestival
781;'767731362463756289';1;after;3;vfestival
784;'767670669702070272';0;after;3;vfestival
785;'768207233725374465';1;after;3;vfestival
786;'767773467215265792';1;after;3;vfestival
789;'767649883100680193';1;after;3;vfestival
791;'768009806976344064';1;after;3;vfestival
792;'768167231947612160';1;after;3;vfestival
793;'767755736407506944';1;after;3;vfestival
794;'767799346217779200';1;after;3;vfestival
798;'767835458931941377';0;after;3;vfestival
799;'767758116700258304';1;after;3;vfestival
800;'767559470654361600';1;after;3;vfestival
806;'767626072863244288';1;after;3;vfestival
807;'768806936171147264';1;after;3;vfestival
809;'768018153947426817';1;after;3;vfestival
813;'768327964694024192';1;after;3;vfestival
821;'767725799029997568';1;after;3;vfestival
822;'768528545631141888';0;after;3;vfestival
825;'767783852114866176';1;after;3;vfestival
828;'767777532460621828';1;after;3;vfestival
830;'768149843629973504';0;after;3;vfestival
834;'768068425562349568';1;after;3;vfestival
835;'767702654730506240';1;after;3;vfestival
837;'767837736782921729';1;after;3;vfestival
840;'767733088394903553';1;after;3;vfestival
841;'768390057480814592';1;after;3;vfestival
845;'767759988093747200';1;after;3;vfestival
849;'767767868649930752';0;after;3;vfestival
850;'768060866705166336';1;after;3;vfestival
851;'767621792705970177';0;after;3;vfestival
853;'767770195217813504';1;after;3;vfestival
856;'767829159334715392';1;after;3;vfestival
857;'767662169026682881';1;after;3;vfestival
859;'767761110590230528';0;after;3;vfestival
868;'767648540982140928';1;after;3;vfestival
870;'767617005033820161';1;after;3;vfestival
871;'767684702731919360';0;after;3;vfestival
873;'767800566307233792';1;after;3;vfestival
882;'767764787912593409';1;after;3;vfestival
883;'767635140893892608';0;after;3;vfestival
885;'767744904189665280';0;after;3;vfestival
888;'767816138289979395';0;after;3;vfestival
889;'767747093771460608';1;after;3;vfestival
897;'767705250186850304';1;after;3;vfestival
898;'767618122882936832';1;after;3;vfestival
901;'768055003160403968';1;after;3;vfestival
902;'767495347283365888';0;after;3;vfestival
908;'767715518090448896';1;after;3;vfestival
909;'767653107316719616';1;after;3;vfestival
911;'767765009942323200';0;after;3;vfestival
913;'767784125017288704';0;after;3;vfestival
914;'768121423827197952';1;after;3;vfestival
916;'768126559811239936';1;after;3;vfestival
920;'767662981438025730';1;after;3;vfestival
924;'767751981599449088';0;after;3;vfestival
925;'767742459334057984';1;after;3;vfestival
932;'767608733534912512';0;after;3;vfestival
933;'767798272568139776';1;after;3;vfestival
936;'767810215819481088';1;after;3;vfestival
937;'767725982241460224';1;after;3;vfestival
941;'769237392867921922';1;after;3;vfestival
942;'769293264671375360';1;after;3;vfestival
945;'768174278969815040';1;after;3;vfestival
947;'770621119409758208';0;after;3;vfestival
948;'767750557234855936';0;after;3;vfestival
950;'770096228235444224';0;after;3;vfestival
951;'767716763224113153';0;after;3;vfestival
952;'767789018675306497';0;after;3;vfestival
955;'767797112151080960';1;after;3;vfestival
956;'767828547968856068';0;after;3;vfestival
962;'767706974746058753';1;after;3;vfestival
966;'767646596293156864';1;after;3;vfestival
967;'767724220466028544';0;after;3;vfestival
968;'767648688244158464';1;after;3;vfestival
969;'768559493609381893';1;after;3;vfestival
970;'767768069397700608';1;after;3;vfestival
971;'767809716588195840';1;after;3;vfestival
973;'768052664366206976';0;after;3;vfestival
975;'767583989594984448';1;after;3;vfestival
978;'767722900271067137';1;after;3;vfestival
981;'767669994876526592';1;after;3;vfestival
982;'767500077158035456';0;after;3;vfestival
983;'767495625843863552';0;after;3;vfestival
984;'769211309384691714';1;after;3;vfestival
986;'767718225698168836';1;after;3;vfestival
988;'767495187560013825';0;after;3;vfestival
989;'767664177557172224';1;after;3;vfestival
990;'768183013750534144';1;after;3;vfestival
991;'768084071318773761';1;after;3;vfestival
992;'767607284033814528';1;after;3;vfestival
993;'767814445934505985';1;after;3;vfestival
995;'767702002914787329';0;after;3;vfestival
996;'769607547162652672';1;after;3;vfestival
997;'767715822294933504';1;after;3;vfestival
998;'768795052986474496';1;after;3;vfestival
